user_id,graph_degree,graph_2hop_count,graph_comp_size,graph_clustering,graph_pagerank
574238,0,0,1,0.0,6e-06
574481,0,0,1,0.0,6e-06
574613,1,112,13672,0.0,7e-06
574831,13,92,13672,0.0086,3.4e-05
575304,0,0,1,0.0,6e-06
575433,0,0,1,0.0,6e-06
575584,52,1744,13672,0.0132,4.4e-05
575958,0,0,1,0.0,6e-06
575990,0,0,1,0.0,6e-06
576123,0,0,1,0.0,6e-06
576165,0,0,1,0.0,6e-06
576212,0,0,1,0.0,6e-06
576226,43,601,13672,0.0083,4.3e-05
576328,38,1413,13672,0.0064,2e-05
576421,2,1,11,0.0082,3.1e-05
576430,35,642,13672,0.0073,5.9e-05
576438,22,107,13672,0.0093,2.9e-05
576523,0,0,1,0.0,6e-06
576655,0,0,1,0.0,6e-06
576752,1,0,2,0.0,3.6e-05
576786,0,0,1,0.0,6e-06
576828,0,0,1,0.0,6e-06
576835,0,0,1,0.0,6e-06
576838,0,0,1,0.0,6e-06
576919,0,0,1,0.0,6e-06
577490,21,400,13672,0.0057,5e-05
577547,1,0,2,0.0,3.6e-05
577635,0,0,1,0.0,6e-06
577736,0,0,1,0.0,6e-06
577749,0,0,1,0.0,6e-06
577829,1,0,2,0.0,3.6e-05
578255,0,0,1,0.0,6e-06
578438,0,0,1,0.0,6e-06
578471,0,0,1,0.0,6e-06
578538,0,0,1,0.0,6e-06
578569,23,1156,13672,0.0086,2.4e-05
578661,0,0,1,0.0,6e-06
578684,1,0,2,0.0,3.6e-05
578776,0,0,1,0.0,6e-06
578836,0,0,1,0.0,6e-06
578868,0,0,1,0.0,6e-06
578891,0,0,1,0.0,6e-06
578927,2,1,4,0.0,4.7e-05
579008,0,0,1,0.0,6e-06
579055,2,4,13672,0.0,3.2e-05
579090,0,0,1,0.0,6e-06
579127,0,0,1,0.0,6e-06
579460,0,0,1,0.0,6e-06
579510,0,0,1,0.0,6e-06
579572,0,0,1,0.0,6e-06
579591,0,0,1,0.0,6e-06
579601,0,0,1,0.0,6e-06
579746,0,0,1,0.0,6e-06
579756,1,0,2,0.0,3.6e-05
580007,16,53,13672,0.0082,3.6e-05
580017,40,207,13672,0.0085,3.7e-05
580021,11,131,13672,0.0082,2.9e-05
580061,0,0,1,0.0,6e-06
580323,0,0,1,0.0,6e-06
580346,31,195,13672,0.0078,5.2e-05
580376,0,0,1,0.0,6e-06
580423,0,0,1,0.0,6e-06
580622,0,0,1,0.0,6e-06
580713,0,0,1,0.0,6e-06
580725,0,0,1,0.0,6e-06
580797,0,0,1,0.0,6e-06
580993,0,0,1,0.0,6e-06
581069,0,0,1,0.0,6e-06
581076,1,102,13672,0.0,7e-06
581097,16,53,13672,0.0082,3.6e-05
581154,0,0,1,0.0,6e-06
581198,0,0,1,0.0,6e-06
581326,0,0,1,0.0,6e-06
581406,1,0,2,0.0,3.6e-05
581472,0,0,1,0.0,6e-06
581582,0,0,1,0.0,6e-06
581619,0,0,1,0.0,6e-06
581637,0,0,1,0.0,6e-06
581796,0,0,1,0.0,6e-06
582093,0,0,1,0.0,6e-06
582193,22,759,13672,0.0082,2.4e-05
582280,2,19,13672,0.0,2e-05
582453,0,0,1,0.0,6e-06
582576,0,0,1,0.0,6e-06
582614,2,7,13672,0.0,2.8e-05
582814,0,0,1,0.0,6e-06
582823,0,0,1,0.0,6e-06
582849,0,0,1,0.0,6e-06
582876,1,0,2,0.0,3.6e-05
582881,0,0,1,0.0,6e-06
582898,0,0,1,0.0,6e-06
582925,0,0,1,0.0,6e-06
583225,0,0,1,0.0,6e-06
583249,0,0,1,0.0,6e-06
583350,0,0,1,0.0,6e-06
583377,0,0,1,0.0,6e-06
583390,0,0,1,0.0,6e-06
583391,0,0,1,0.0,6e-06
583607,0,0,1,0.0,6e-06
583791,0,0,1,0.0,6e-06
583795,0,0,1,0.0,6e-06
583852,1,0,2,0.0,3.6e-05
583984,0,0,1,0.0,6e-06
584015,0,0,1,0.0,6e-06
584129,0,0,1,0.0,6e-06
584291,0,0,1,0.0,6e-06
584309,0,0,1,0.0,6e-06
584381,0,0,1,0.0,6e-06
584425,6,23,13672,0.0082,3.3e-05
584443,0,0,1,0.0,6e-06
584470,0,0,1,0.0,6e-06
584471,0,0,1,0.0,6e-06
584508,1,2,13672,0.0,1.7e-05
584533,0,0,1,0.0,6e-06
584595,22,691,13672,0.0123,3.6e-05
584926,0,0,1,0.0,6e-06
584955,0,0,1,0.0,6e-06
585330,0,0,1,0.0,6e-06
585455,0,0,1,0.0,6e-06
585478,0,0,1,0.0,6e-06
585480,0,0,1,0.0,6e-06
585696,0,0,1,0.0,6e-06
585982,27,132,13672,0.0082,4.2e-05
586050,5,0,6,0.0074,4.5e-05
586211,0,0,1,0.0,6e-06
586275,0,0,1,0.0,6e-06
586668,0,0,1,0.0,6e-06
586711,2,1,4,0.0082,3.5e-05
587094,4,4,13672,0.0027,4.7e-05
587143,0,0,1,0.0,6e-06
587149,0,0,1,0.0,6e-06
587274,0,0,1,0.0,6e-06
587472,7,199,13672,0.0039,2.1e-05
587611,0,0,1,0.0,6e-06
587652,0,0,1,0.0,6e-06
587771,0,0,1,0.0,6e-06
587824,0,0,1,0.0,6e-06
587912,0,0,1,0.0,6e-06
588015,0,0,1,0.0,6e-06
588871,0,0,1,0.0,6e-06
589070,0,0,1,0.0,6e-06
589093,1,0,2,0.0,3.6e-05
589140,1,0,2,0.0,3.6e-05
589178,0,0,1,0.0,6e-06
589321,0,0,1,0.0,6e-06
589418,0,0,1,0.0,6e-06
589526,0,0,1,0.0,6e-06
589558,0,0,1,0.0,6e-06
589754,4,170,13672,0.0082,1.4e-05
589901,0,0,1,0.0,6e-06
590268,0,0,1,0.0,6e-06
590357,0,0,1,0.0,6e-06
590542,1,9,13672,0.0,9e-06
590733,40,171,13672,0.0039,0.000108
591034,0,0,1,0.0,6e-06
591168,5,335,13672,0.0,5.8e-05
591249,0,0,1,0.0,6e-06
591329,1,0,2,0.0,3.6e-05
591417,7,553,13672,0.0083,2.7e-05
591476,1,0,2,0.0,3.6e-05
591662,0,0,1,0.0,6e-06
591834,0,0,1,0.0,6e-06
591835,0,0,1,0.0,6e-06
591878,0,0,1,0.0,6e-06
592141,0,0,1,0.0,6e-06
592283,0,0,1,0.0,6e-06
592343,0,0,1,0.0,6e-06
592409,1,1,3,0.0,2.7e-05
592478,0,0,1,0.0,6e-06
592482,0,0,1,0.0,6e-06
593251,0,0,1,0.0,6e-06
593254,0,0,1,0.0,6e-06
593285,21,242,13672,0.0082,3.6e-05
593365,0,0,1,0.0,6e-06
593429,0,0,1,0.0,6e-06
593622,0,0,1,0.0,6e-06
593637,13,545,13672,0.0081,3.6e-05
593761,0,0,1,0.0,6e-06
593823,0,0,1,0.0,6e-06
593857,0,0,1,0.0,6e-06
594252,0,0,1,0.0,6e-06
594519,0,0,1,0.0,6e-06
594546,3,0,4,0.0027,5.3e-05
594634,0,0,1,0.0,6e-06
594885,0,0,1,0.0,6e-06
595026,0,0,1,0.0,6e-06
595036,0,0,1,0.0,6e-06
595059,0,0,1,0.0,6e-06
595186,0,0,1,0.0,6e-06
595526,2,23,13672,0.0,2.3e-05
596220,1,0,2,0.0,3.6e-05
596490,1,0,2,0.0,3.6e-05
596692,0,0,1,0.0,6e-06
596845,0,0,1,0.0,6e-06
596896,0,0,1,0.0,6e-06
596958,0,0,1,0.0,6e-06
597077,0,0,1,0.0,6e-06
597094,0,0,1,0.0,6e-06
597157,1,0,2,0.0,3.6e-05
597166,48,1297,13672,0.0094,1.8e-05
597328,21,606,13672,0.0084,3.6e-05
597644,0,0,1,0.0,6e-06
597819,0,0,1,0.0,6e-06
597915,1,4,13672,0.0,1.3e-05
598309,0,0,1,0.0,6e-06
598318,0,0,1,0.0,6e-06
598847,0,0,1,0.0,6e-06
598891,0,0,1,0.0,6e-06
599203,0,0,1,0.0,6e-06
599313,0,0,1,0.0,6e-06
599581,6,23,13672,0.0082,3.3e-05
599704,1,0,2,0.0,3.6e-05
599917,0,0,1,0.0,6e-06
599993,0,0,1,0.0,6e-06
600002,35,67,13672,0.0083,5.3e-05
600378,1,1,3,0.0,3.4e-05
600395,1,0,2,0.0,3.6e-05
600399,0,0,1,0.0,6e-06
600421,0,0,1,0.0,6e-06
600457,1,0,2,0.0,3.6e-05
600586,0,0,1,0.0,6e-06
600887,0,0,1,0.0,6e-06
601125,0,0,1,0.0,6e-06
601319,0,0,1,0.0,6e-06
601325,0,0,1,0.0,6e-06
601519,1,0,2,0.0,3.6e-05
601581,2,47,13672,0.0082,1.3e-05
601621,1,0,2,0.0,3.6e-05
601627,0,0,1,0.0,6e-06
602048,1,0,2,0.0,3.6e-05
602094,1,0,2,0.0,3.6e-05
602221,3,15,13672,0.0,2.2e-05
602254,0,0,1,0.0,6e-06
602259,0,0,1,0.0,6e-06
602262,0,0,1,0.0,6e-06
602804,0,0,1,0.0,6e-06
602826,0,0,1,0.0,6e-06
603251,0,0,1,0.0,6e-06
603308,2,11,13672,0.0,2.6e-05
603451,0,0,1,0.0,6e-06
603517,25,523,13672,0.0102,2.4e-05
603719,0,0,1,0.0,6e-06
603775,0,0,1,0.0,6e-06
603866,0,0,1,0.0,6e-06
603874,0,0,1,0.0,6e-06
604009,0,0,1,0.0,6e-06
604108,0,0,1,0.0,6e-06
604309,0,0,1,0.0,6e-06
604552,0,0,1,0.0,6e-06
604644,0,0,1,0.0,6e-06
604662,0,0,1,0.0,6e-06
604683,0,0,1,0.0,6e-06
604715,0,0,1,0.0,6e-06
604756,0,0,1,0.0,6e-06
605136,2,0,3,0.0103,4e-05
605140,0,0,1,0.0,6e-06
605297,0,0,1,0.0,6e-06
605301,8,377,13672,0.0085,1.5e-05
605531,0,0,1,0.0,6e-06
605690,2,0,3,0.0,5.5e-05
605920,0,0,1,0.0,6e-06
605949,0,0,1,0.0,6e-06
606273,0,0,1,0.0,6e-06
606319,2,2,13672,0.0,2.8e-05
606504,0,0,1,0.0,6e-06
606508,0,0,1,0.0,6e-06
606575,66,3142,13672,0.004,5.8e-05
606626,1,0,2,0.0,3.6e-05
606717,4,17,13672,0.0014,4.7e-05
606999,1,0,2,0.0,3.6e-05
607066,0,0,1,0.0,6e-06
607108,3,4,13672,0.0082,3.3e-05
607151,0,0,1,0.0,6e-06
607171,0,0,1,0.0,6e-06
607341,5,6,13672,0.0082,3.5e-05
607445,0,0,1,0.0,6e-06
607493,0,0,1,0.0,6e-06
607590,1,3,13672,0.0,1.5e-05
607893,47,1579,13672,0.0079,3.9e-05
607931,0,0,1,0.0,6e-06
608253,0,0,1,0.0,6e-06
608280,0,0,1,0.0,6e-06
608691,0,0,1,0.0,6e-06
608832,43,594,13672,0.0083,4.1e-05
609032,0,0,1,0.0,6e-06
609107,0,0,1,0.0,6e-06
609168,0,0,1,0.0,6e-06
609398,1,1,13672,0.0,1.6e-05
609666,0,0,1,0.0,6e-06
609992,1,0,2,0.0,3.6e-05
610004,0,0,1,0.0,6e-06
610042,131,1840,13672,0.003,9.8e-05
610222,0,0,1,0.0,6e-06
610257,0,0,1,0.0,6e-06
610452,0,0,1,0.0,6e-06
611004,8,451,13672,0.0074,1.3e-05
611024,0,0,1,0.0,6e-06
611046,0,0,1,0.0,6e-06
611145,0,0,1,0.0,6e-06
611247,0,0,1,0.0,6e-06
611256,0,0,1,0.0,6e-06
611323,0,0,1,0.0,6e-06
611385,0,0,1,0.0,6e-06
611579,0,0,1,0.0,6e-06
611594,0,0,1,0.0,6e-06
611627,0,0,1,0.0,6e-06
611740,0,0,1,0.0,6e-06
611849,0,0,1,0.0,6e-06
611909,0,0,1,0.0,6e-06
611927,0,0,1,0.0,6e-06
612074,0,0,1,0.0,6e-06
612174,0,0,1,0.0,6e-06
612184,0,0,1,0.0,6e-06
612193,1,3,13672,0.0,1.7e-05
612273,0,0,1,0.0,6e-06
612324,35,564,13672,0.0082,4e-05
612402,0,0,1,0.0,6e-06
612658,0,0,1,0.0,6e-06
612873,0,0,1,0.0,6e-06
612982,0,0,1,0.0,6e-06
613255,0,0,1,0.0,6e-06
613420,1,0,2,0.0,3.6e-05
613477,0,0,1,0.0,6e-06
613724,0,0,1,0.0,6e-06
613849,39,120,13672,0.0069,7.4e-05
614133,0,0,1,0.0,6e-06
614352,0,0,1,0.0,6e-06
614968,0,0,1,0.0,6e-06
615178,0,0,1,0.0,6e-06
615480,1,0,2,0.0,3.6e-05
615775,0,0,1,0.0,6e-06
615864,0,0,1,0.0,6e-06
616365,1,0,2,0.0,3.6e-05
616408,34,221,13672,0.0082,4.3e-05
616453,0,0,1,0.0,6e-06
617049,0,0,1,0.0,6e-06
617224,0,0,1,0.0,6e-06
617334,0,0,1,0.0,6e-06
617335,0,0,1,0.0,6e-06
617347,6,53,13672,0.0085,3.4e-05
617769,0,0,1,0.0,6e-06
617864,1,0,2,0.0,3.6e-05
618068,0,0,1,0.0,6e-06
618127,0,0,1,0.0,6e-06
618296,0,0,1,0.0,6e-06
618300,13,3,13672,0.0082,3.8e-05
618425,2,3,13672,0.0082,2.6e-05
618782,0,0,1,0.0,6e-06
618928,0,0,1,0.0,6e-06
618942,0,0,1,0.0,6e-06
618981,0,0,1,0.0,6e-06
619117,14,69,13672,0.0083,3.2e-05
619337,0,0,1,0.0,6e-06
619392,0,0,1,0.0,6e-06
619586,0,0,1,0.0,6e-06
619729,0,0,1,0.0,6e-06
620499,0,0,1,0.0,6e-06
620667,0,0,1,0.0,6e-06
620700,37,181,13672,0.0082,4e-05
620801,0,0,1,0.0,6e-06
620823,0,0,1,0.0,6e-06
620824,0,0,1,0.0,6e-06
620989,34,221,13672,0.0082,4.3e-05
621023,0,0,1,0.0,6e-06
621040,0,0,1,0.0,6e-06
621460,0,0,1,0.0,6e-06
621841,1,116,13672,0.0,7e-06
621889,0,0,1,0.0,6e-06
622038,1,0,2,0.0,3.6e-05
622045,0,0,1,0.0,6e-06
622189,0,0,1,0.0,6e-06
622341,55,1426,13672,0.0091,3.7e-05
622360,0,0,1,0.0,6e-06
622683,0,0,1,0.0,6e-06
622780,0,0,1,0.0,6e-06
622952,0,0,1,0.0,6e-06
623088,0,0,1,0.0,6e-06
623695,0,0,1,0.0,6e-06
623771,2,0,3,0.0,5.5e-05
623782,3,321,13672,0.0027,9e-06
623969,0,0,1,0.0,6e-06
624035,1,1,3,0.0,2.7e-05
624041,0,0,1,0.0,6e-06
624059,0,0,1,0.0,6e-06
624209,1,0,2,0.0,3.6e-05
624219,0,0,1,0.0,6e-06
624237,0,0,1,0.0,6e-06
624497,0,0,1,0.0,6e-06
624501,0,0,1,0.0,6e-06
624523,64,1423,13672,0.0049,7.6e-05
625082,0,0,1,0.0,6e-06
625145,0,0,1,0.0,6e-06
625153,0,0,1,0.0,6e-06
625175,0,0,1,0.0,6e-06
625264,0,0,1,0.0,6e-06
625364,0,0,1,0.0,6e-06
625408,1,4,7,0.0,1.5e-05
625418,0,0,1,0.0,6e-06
625465,1,12,13672,0.0,1e-05
625802,0,0,1,0.0,6e-06
625882,0,0,1,0.0,6e-06
626330,0,0,1,0.0,6e-06
626518,0,0,1,0.0,6e-06
626525,47,620,13672,0.0082,4.1e-05
626624,0,0,1,0.0,6e-06
626649,0,0,1,0.0,6e-06
626656,0,0,1,0.0,6e-06
626743,0,0,1,0.0,6e-06
626827,0,0,1,0.0,6e-06
626918,1,1,3,0.0,2.7e-05
627061,47,1359,13672,0.0097,3.3e-05
627108,0,0,1,0.0,6e-06
627166,0,0,1,0.0,6e-06
627244,2,1,13672,0.0082,2.7e-05
627249,0,0,1,0.0,6e-06
628017,0,0,1,0.0,6e-06
628069,0,0,1,0.0,6e-06
628408,0,0,1,0.0,6e-06
628454,0,0,1,0.0,6e-06
628480,3,45,13672,0.0027,3.4e-05
628644,0,0,1,0.0,6e-06
628710,2,0,3,0.0082,3.6e-05
628734,0,0,1,0.0,6e-06
628810,0,0,1,0.0,6e-06
629019,0,0,1,0.0,6e-06
629079,0,0,1,0.0,6e-06
629303,0,0,1,0.0,6e-06
629364,0,0,1,0.0,6e-06
629514,0,0,1,0.0,6e-06
629537,0,0,1,0.0,6e-06
629716,0,0,1,0.0,6e-06
629826,0,0,1,0.0,6e-06
629938,0,0,1,0.0,6e-06
630000,1,0,2,0.0,3.6e-05
630035,1,0,2,0.0,3.6e-05
630211,1,63,13672,0.0,7e-06
630275,0,0,1,0.0,6e-06
630856,1,17,13672,0.0,9e-06
630901,0,0,1,0.0,6e-06
630948,2,0,3,0.0,5.5e-05
630979,64,484,13672,0.0053,8.7e-05
631077,0,0,1,0.0,6e-06
631083,32,1325,13672,0.006,3.8e-05
631097,0,0,1,0.0,6e-06
631153,2,14,13672,0.0082,2.1e-05
631224,0,0,1,0.0,6e-06
631416,2,1,13672,0.0082,3e-05
631476,0,0,1,0.0,6e-06
631600,0,0,1,0.0,6e-06
631686,0,0,1,0.0,6e-06
631835,0,0,1,0.0,6e-06
632109,0,0,1,0.0,6e-06
632212,0,0,1,0.0,6e-06
632254,0,0,1,0.0,6e-06
632312,1,3,13672,0.0,1.6e-05
632366,0,0,1,0.0,6e-06
632376,0,0,1,0.0,6e-06
632476,0,0,1,0.0,6e-06
632647,186,2067,13672,0.0098,8.3e-05
632661,0,0,1,0.0,6e-06
632794,0,0,1,0.0,6e-06
632799,0,0,1,0.0,6e-06
632952,1,2,4,0.0,2.4e-05
633084,1,2,9,0.0,2.1e-05
633146,0,0,1,0.0,6e-06
633222,0,0,1,0.0,6e-06
633290,10,80,13672,0.0082,3.1e-05
633331,19,977,13672,0.0086,1.9e-05
633376,0,0,1,0.0,6e-06
633395,0,0,1,0.0,6e-06
633685,0,0,1,0.0,6e-06
633738,1,0,2,0.0,3.6e-05
633779,0,0,1,0.0,6e-06
633833,0,0,1,0.0,6e-06
634054,0,0,1,0.0,6e-06
634265,0,0,1,0.0,6e-06
634493,0,0,1,0.0,6e-06
634509,0,0,1,0.0,6e-06
634537,0,0,1,0.0,6e-06
634745,0,0,1,0.0,6e-06
634952,0,0,1,0.0,6e-06
635419,0,0,1,0.0,6e-06
635560,0,0,1,0.0,6e-06
635669,0,0,1,0.0,6e-06
635675,0,0,1,0.0,6e-06
635755,0,0,1,0.0,6e-06
635792,0,0,1,0.0,6e-06
635802,18,5,13672,0.0082,3.9e-05
635803,0,0,1,0.0,6e-06
635820,0,0,1,0.0,6e-06
635944,0,0,1,0.0,6e-06
636019,0,0,1,0.0,6e-06
636084,0,0,1,0.0,6e-06
636208,0,0,1,0.0,6e-06
636308,0,0,1,0.0,6e-06
636336,0,0,1,0.0,6e-06
636954,0,0,1,0.0,6e-06
636987,0,0,1,0.0,6e-06
637387,0,0,1,0.0,6e-06
637569,0,0,1,0.0,6e-06
637967,1,0,2,0.0,3.6e-05
638865,0,0,1,0.0,6e-06
638889,4,0,5,0.0082,3.6e-05
639003,0,0,1,0.0,6e-06
639310,0,0,1,0.0,6e-06
639333,3,137,13672,0.0027,2.3e-05
639592,0,0,1,0.0,6e-06
639701,0,0,1,0.0,6e-06
639798,0,0,1,0.0,6e-06
639887,0,0,1,0.0,6e-06
639971,0,0,1,0.0,6e-06
639998,0,0,1,0.0,6e-06
640011,0,0,1,0.0,6e-06
640091,0,0,1,0.0,6e-06
640103,0,0,1,0.0,6e-06
640402,0,0,1,0.0,6e-06
640518,0,0,1,0.0,6e-06
640831,0,0,1,0.0,6e-06
640922,0,0,1,0.0,6e-06
641039,0,0,1,0.0,6e-06
641081,0,0,1,0.0,6e-06
641132,0,0,1,0.0,6e-06
641181,0,0,1,0.0,6e-06
641356,0,0,1,0.0,6e-06
641419,1,1,13672,0.0,1.4e-05
641454,0,0,1,0.0,6e-06
641580,5,630,13672,0.0025,2.2e-05
641624,0,0,1,0.0,6e-06
642111,0,0,1,0.0,6e-06
642925,0,0,1,0.0,6e-06
643268,0,0,1,0.0,6e-06
643377,0,0,1,0.0,6e-06
643607,0,0,1,0.0,6e-06
643869,5,382,13672,0.0049,2e-05
643917,0,0,1,0.0,6e-06
643942,17,16,13672,0.0061,5.9e-05
644200,48,1370,13672,0.0105,4.6e-05
644305,0,0,1,0.0,6e-06
644309,0,0,1,0.0,6e-06
644433,0,0,1,0.0,6e-06
644485,0,0,1,0.0,6e-06
644723,3,34,13672,0.0027,1.9e-05
645060,1,3,13672,0.0,1.6e-05
645143,53,830,13672,0.0064,5.8e-05
645249,0,0,1,0.0,6e-06
645305,1,63,13672,0.0,7e-06
645332,0,0,1,0.0,6e-06
645365,0,0,1,0.0,6e-06
645523,11,154,13672,0.007,3.5e-05
645536,0,0,1,0.0,6e-06
645718,0,0,1,0.0,6e-06
645812,21,547,13672,0.0086,2.3e-05
645953,0,0,1,0.0,6e-06
646019,0,0,1,0.0,6e-06
646141,0,0,1,0.0,6e-06
646475,0,0,1,0.0,6e-06
646638,0,0,1,0.0,6e-06
646713,0,0,1,0.0,6e-06
646751,0,0,1,0.0,6e-06
647375,26,105,13672,0.0114,4.9e-05
647463,0,0,1,0.0,6e-06
647559,0,0,1,0.0,6e-06
647569,0,0,1,0.0,6e-06
647855,0,0,1,0.0,6e-06
647864,4,98,13672,0.0045,2.3e-05
648210,0,0,1,0.0,6e-06
648356,0,0,1,0.0,6e-06
648679,2,0,3,0.0,5.5e-05
648748,0,0,1,0.0,6e-06
648957,0,0,1,0.0,6e-06
649181,0,0,1,0.0,6e-06
649184,4,194,13672,0.009,1.6e-05
649359,0,0,1,0.0,6e-06
649539,0,0,1,0.0,6e-06
649793,0,0,1,0.0,6e-06
649862,2,147,13672,0.0,9e-06
649873,0,0,1,0.0,6e-06
649909,0,0,1,0.0,6e-06
650266,0,0,1,0.0,6e-06
650376,0,0,1,0.0,6e-06
650380,0,0,1,0.0,6e-06
650451,0,0,1,0.0,6e-06
650475,0,0,1,0.0,6e-06
650575,0,0,1,0.0,6e-06
650632,3,314,13672,0.0,9e-06
650682,0,0,1,0.0,6e-06
651726,0,0,1,0.0,6e-06
651776,0,0,1,0.0,6e-06
651822,0,0,1,0.0,6e-06
652054,0,0,1,0.0,6e-06
652088,0,0,1,0.0,6e-06
652103,1,0,2,0.0,3.6e-05
652313,0,0,1,0.0,6e-06
652393,0,0,1,0.0,6e-06
652426,0,0,1,0.0,6e-06
652440,0,0,1,0.0,6e-06
652496,2,1,4,0.0082,3.5e-05
652543,0,0,1,0.0,6e-06
652643,0,0,1,0.0,6e-06
652704,1,0,2,0.0,3.6e-05
652722,0,0,1,0.0,6e-06
652844,1,5,13672,0.0,1.9e-05
652919,0,0,1,0.0,6e-06
653063,0,0,1,0.0,6e-06
653095,0,0,1,0.0,6e-06
653109,0,0,1,0.0,6e-06
653171,0,0,1,0.0,6e-06
653379,0,0,1,0.0,6e-06
653454,0,0,1,0.0,6e-06
653517,0,0,1,0.0,6e-06
653869,1,34,13672,0.0,8e-06
653907,17,44,13672,0.0082,3.7e-05
654011,0,0,1,0.0,6e-06
654210,3,99,13672,0.0089,1.4e-05
654499,1,2,13672,0.0,1.9e-05
654609,0,0,1,0.0,6e-06
654630,0,0,1,0.0,6e-06
654631,0,0,1,0.0,6e-06
654755,1,0,2,0.0,3.6e-05
654909,1,9,13672,0.0,1.2e-05
654914,10,91,13672,0.0082,2.9e-05
654977,11,53,13672,0.0083,2.9e-05
655089,0,0,1,0.0,6e-06
655092,0,0,1,0.0,6e-06
655279,0,0,1,0.0,6e-06
655498,0,0,1,0.0,6e-06
655564,0,0,1,0.0,6e-06
655729,1,64,13672,0.0,7e-06
655768,0,0,1,0.0,6e-06
656101,0,0,1,0.0,6e-06
656203,0,0,1,0.0,6e-06
656693,1,22,13672,0.0,7e-06
656708,0,0,1,0.0,6e-06
656832,0,0,1,0.0,6e-06
657290,0,0,1,0.0,6e-06
657449,0,0,1,0.0,6e-06
657628,0,0,1,0.0,6e-06
657733,0,0,1,0.0,6e-06
657854,0,0,1,0.0,6e-06
658091,0,0,1,0.0,6e-06
658253,1,0,2,0.0,3.6e-05
658302,0,0,1,0.0,6e-06
658377,0,0,1,0.0,6e-06
658693,1,8,13672,0.0,9e-06
658791,0,0,1,0.0,6e-06
659234,0,0,1,0.0,6e-06
659282,1,24,13672,0.0,7e-06
659526,0,0,1,0.0,6e-06
659541,44,593,13672,0.0079,4.7e-05
659583,0,0,1,0.0,6e-06
659608,0,0,1,0.0,6e-06
659762,1,14,13672,0.0,8e-06
659816,1,205,13672,0.0,7e-06
659840,0,0,1,0.0,6e-06
660013,3,4,13672,0.0,4.5e-05
660068,0,0,1,0.0,6e-06
660202,0,0,1,0.0,6e-06
660244,0,0,1,0.0,6e-06
660528,1,0,2,0.0,3.6e-05
660666,0,0,1,0.0,6e-06
660804,3,1,5,0.0,6.6e-05
660851,0,0,1,0.0,6e-06
661059,0,0,1,0.0,6e-06
661180,52,996,13672,0.0071,6.5e-05
661219,0,0,1,0.0,6e-06
661430,0,0,1,0.0,6e-06
661721,0,0,1,0.0,6e-06
661798,0,0,1,0.0,6e-06
661989,0,0,1,0.0,6e-06
662017,0,0,1,0.0,6e-06
662234,0,0,1,0.0,6e-06
662755,0,0,1,0.0,6e-06
662779,0,0,1,0.0,6e-06
662784,0,0,1,0.0,6e-06
662875,0,0,1,0.0,6e-06
663092,0,0,1,0.0,6e-06
663177,0,0,1,0.0,6e-06
663379,0,0,1,0.0,6e-06
663432,0,0,1,0.0,6e-06
663464,0,0,1,0.0,6e-06
663730,0,0,1,0.0,6e-06
664147,0,0,1,0.0,6e-06
664208,272,2596,13672,0.0104,0.000198
664255,0,0,1,0.0,6e-06
664284,0,0,1,0.0,6e-06
664399,0,0,1,0.0,6e-06
664535,0,0,1,0.0,6e-06
664540,1,0,2,0.0,3.6e-05
664682,0,0,1,0.0,6e-06
664884,0,0,1,0.0,6e-06
664962,0,0,1,0.0,6e-06
665075,0,0,1,0.0,6e-06
665211,0,0,1,0.0,6e-06
665349,1,2,13672,0.0,2.2e-05
665486,3,63,13672,0.0089,1.3e-05
665957,0,0,1,0.0,6e-06
666184,1,0,2,0.0,3.6e-05
666368,0,0,1,0.0,6e-06
666445,1,0,2,0.0,3.6e-05
666480,13,15,13672,0.0073,4.6e-05
666506,22,656,13672,0.0085,2.8e-05
666511,0,0,1,0.0,6e-06
666680,0,0,1,0.0,6e-06
666767,0,0,1,0.0,6e-06
666770,0,0,1,0.0,6e-06
666937,0,0,1,0.0,6e-06
667166,0,0,1,0.0,6e-06
667338,0,0,1,0.0,6e-06
667357,0,0,1,0.0,6e-06
667533,0,0,1,0.0,6e-06
667579,0,0,1,0.0,6e-06
667658,16,542,13672,0.0084,3.8e-05
667770,1,0,2,0.0,3.6e-05
667971,0,0,1,0.0,6e-06
668078,0,0,1,0.0,6e-06
668280,1,2,4,0.0,2.1e-05
668327,0,0,1,0.0,6e-06
668332,0,0,1,0.0,6e-06
668523,0,0,1,0.0,6e-06
668631,0,0,1,0.0,6e-06
668845,0,0,1,0.0,6e-06
669059,3,5,13672,0.0082,2.9e-05
669069,0,0,1,0.0,6e-06
669520,0,0,1,0.0,6e-06
669672,0,0,1,0.0,6e-06
669793,1,0,2,0.0,3.6e-05
669830,0,0,1,0.0,6e-06
669862,33,630,13672,0.0063,7.3e-05
669911,0,0,1,0.0,6e-06
669930,0,0,1,0.0,6e-06
670088,1,0,2,0.0,3.6e-05
670139,1,0,2,0.0,3.6e-05
670316,0,0,1,0.0,6e-06
670335,0,0,1,0.0,6e-06
670378,0,0,1,0.0,6e-06
670573,0,0,1,0.0,6e-06
670682,0,0,1,0.0,6e-06
670862,0,0,1,0.0,6e-06
671084,6,76,13672,0.0098,1.2e-05
671129,0,0,1,0.0,6e-06
671328,1,3,13672,0.0,1.8e-05
671412,71,1704,13672,0.0037,7.5e-05
671443,0,0,1,0.0,6e-06
